movie_title,duration,budget,gross,imdb_score,success_category,num_voted_users,movie_facebook_likes,director_facebook_likes,title_year,genres,country,language,content_rating,aspect_ratio,color,profit,roi,budget_millions,gross_millions
Wolf Creek             ,103.0,0.0,0.0,7.1,Hit,726,954,,,Drama|Horror|Thriller,Australia,English,,2.0,Color,0.0,,0.0,0.0
From a Whisper to a Scream ,92.0,1100000.0,1400000.0,5.9,Average,1324,241,155.0,1987.0,Action|Drama|Horror|Thriller,USA,English,R,1.85,Color,300000.0,27.27272727272727,1.1,1.4
Sex with Strangers ,105.0,0.0,247740.0,4.7,Average,285,51,0.0,2002.0,Documentary|Drama,USA,English,,1.33,Color,247740.0,0.0,0.0,0.24774
Dracula: Pages from a Virgin's Diary ,73.0,1600000.0,39659.0,7.0,Hit,1555,131,126.0,2002.0,Comedy|Horror|Musical,Canada,English,,1.85, Black and White,-1560341.0,-97.52131250000001,1.6,0.039659
Faith Like Potatoes ,116.0,10000000.0,0.0,6.9,Hit,2050,0,12.0,2006.0,Drama,South Africa,Zulu,PG,1.85,Color,-10000000.0,-100.0,10.0,0.0
Beyond the Black Rainbow ,110.0,1100000.0,56129.0,6.1,Hit,6555,0,22.0,2010.0,Sci-Fi|Thriller,Canada,English,R,2.35,Color,-1043871.0,-94.89736363636364,1.1,0.056129
The Raid: Redemption ,102.0,1100000.0,4105123.0,7.6,Hit,148221,51000,338.0,2011.0,Action|Crime|Thriller,Indonesia,Indonesian,R,1.85,Color,3005123.0,273.19300000000004,1.1,4.105123
The Dead Undead ,89.0,1100000.0,0.0,3.0,Flop,737,444,252.0,2010.0,Action|Horror|Sci-Fi,USA,English,R,1.85,Color,-1100000.0,-100.0,1.1,0.0
The Vatican Exorcisms ,76.0,1100000.0,0.0,2.6,Flop,332,200,0.0,2013.0,Horror,Italy,English,R,2.35,Color,-1100000.0,-100.0,1.1,0.0
Casablanca ,82.0,950000.0,0.0,8.6,Hit,387508,23000,345.0,1942.0,Drama|Romance|War,USA,English,PG,1.37,Color,-950000.0,-100.0,0.95,0.0
Lake Mungo ,89.0,1400000.0,0.0,6.1,Hit,9465,0,0.0,2008.0,Drama|Horror|Mystery|Thriller,Australia,English,R,1.85,Color,-1400000.0,-100.0,1.4,0.0
Rocket Singh: Salesman of the Year ,150.0,0.0,0.0,7.5,Hit,11010,773,6.0,2009.0,Comedy|Drama,India,Hindi,,,Color,0.0,,0.0,0.0
Silent Running ,89.0,1000000.0,0.0,6.7,Hit,20678,0,136.0,1972.0,Drama|Sci-Fi,USA,English,GP,1.85,Color,-1000000.0,-100.0,1.0,0.0
Rocky ,145.0,960000.0,117235247.0,8.1,Hit,375240,0,80.0,1976.0,Drama|Sport,USA,English,PG,1.33,Color,116275247.0,12112.004895833334,0.96,117.235247
The Sleepwalker ,91.0,1100000.0,0.0,4.9,Average,512,234,2.0,2014.0,Drama,Norway,English,Not Rated,2.35,Color,-1100000.0,-100.0,1.1,0.0
The Fog ,89.0,1000000.0,21378000.0,6.8,Hit,46493,7000,0.0,1980.0,Fantasy|Horror,USA,English,R,2.35,Color,20378000.0,2037.8,1.0,21.378
Tom Jones ,121.0,1000000.0,0.0,6.8,Hit,8508,328,62.0,1963.0,Adventure|Comedy|History,UK,English,Unrated,1.37,Color,-1000000.0,-100.0,1.0,0.0
Unfriended ,83.0,1000000.0,31537320.0,5.7,Average,44329,13000,6.0,2014.0,Horror|Mystery|Thriller,USA,English,R,1.85,Color,30537320.0,3053.732,1.0,31.53732
Taxi Driver ,110.0,1300000.0,0.0,8.3,Hit,507063,35000,17000.0,1976.0,Crime|Drama,USA,English,R,1.85,Color,-1300000.0,-100.0,1.3,0.0
The Howling ,91.0,1000000.0,17986000.0,6.6,Hit,22773,0,287.0,1981.0,Horror,USA,English,R,1.85,Color,16986000.0,1698.6000000000001,1.0,17.986
Dr. No ,110.0,1100000.0,16067035.0,7.3,Hit,116642,5000,92.0,1962.0,Action|Adventure|Thriller,UK,English,Approved,1.37,Color,14967035.0,1360.6395454545454,1.1,16.067035
Chernobyl Diaries ,86.0,1000000.0,18112929.0,5.0,Average,52642,24000,18.0,2012.0,Horror|Mystery|Sci-Fi|Thriller,USA,English,R,1.85,Color,17112929.0,1711.2929000000001,1.0,18.112929
Hellraiser ,86.0,1000000.0,14564027.0,7.0,Hit,76407,0,385.0,1987.0,Fantasy|Horror,UK,English,R,1.85,Color,13564027.0,1356.4026999999999,1.0,14.564027
God's Not Dead 2 ,120.0,5000000.0,20773070.0,3.4,Average,4501,0,18.0,2016.0,Drama,USA,English,PG,2.35,Color,15773070.0,315.4614,5.0,20.77307
Cry_Wolf ,90.0,1000000.0,10042266.0,5.9,Average,23021,816,65.0,2005.0,Drama|Horror|Mystery|Thriller,USA,English,PG-13,2.35,Color,9042266.0,904.2266,1.0,10.042266
Godzilla 2000 ,99.0,1000000000.0,10037390.0,6.0,Average,5442,339,2.0,1999.0,Action|Adventure|Drama|Sci-Fi|Thriller,Japan,Japanese,PG,2.35,Color,-989962610.0,-98.99626099999999,1000.0,10.03739
Blue Valentine ,112.0,3500000.0,9701559.0,7.4,Hit,141425,25000,310.0,2010.0,Drama|Romance,USA,English,R,1.66,Color,6201559.0,177.1874,3.5,9.701559
Transamerica ,103.0,1000000.0,9013113.0,7.4,Hit,36321,0,2.0,2005.0,Adventure|Comedy|Drama,USA,English,R,1.85,Color,8013113.0,801.3113000000001,1.0,9.013113
The Devil Inside ,83.0,1000000.0,53245055.0,4.2,Average,30570,12000,19.0,2012.0,Horror,USA,English,R,1.85,Color,52245055.0,5224.5055,1.0,53.245055
Beyond the Valley of the Dolls ,109.0,900000.0,9000000.0,6.2,Hit,7584,0,199.0,1970.0,Comedy|Drama|Music,USA,English,X,2.35,Color,8100000.0,900.0,0.9,9.0
Love Me Tender ,89.0,1000000.0,0.0,6.2,Hit,2636,365,0.0,1956.0,Drama|Romance|Western,USA,English,,2.35, Black and White,-1000000.0,-100.0,1.0,0.0
An Inconvenient Truth ,96.0,0.0,23808111.0,7.5,Hit,67654,0,49.0,2006.0,Documentary,USA,English,PG,1.85,Color,23808111.0,0.0,0.0,23.808111
Sands of Iwo Jima ,109.0,1000000.0,0.0,7.2,Hit,7346,624,23.0,1949.0,Action|Drama|Romance|War,USA,English,Approved,1.37, Black and White,-1000000.0,-100.0,1.0,0.0
Shine a Light ,122.0,0.0,5355376.0,7.2,Hit,9638,0,17000.0,2008.0,Biography|Documentary|Music,USA,English,PG-13,1.85,Color,5355376.0,0.0,0.0,5.355376
The Green Inferno ,100.0,6000000.0,7186670.0,5.4,Average,21468,12000,0.0,2013.0,Adventure|Horror,USA,English,R,2.35,Color,1186670.0,19.777833333333334,6.0,7.18667
Departure ,109.0,1100000.0,0.0,7.0,Hit,162,75,0.0,2015.0,Drama|Family|Romance,UK,English,,1.85,Color,-1100000.0,-100.0,1.1,0.0
The Sessions ,95.0,1000000.0,5997134.0,7.2,Hit,36381,11000,20.0,2012.0,Biography|Comedy|Drama|Romance,USA,English,R,1.85,Color,4997134.0,499.7134,1.0,5.997134
"Food, Inc. ",94.0,0.0,4417124.0,7.9,Hit,42389,37000,11.0,2008.0,Documentary,USA,English,PG,1.78,Color,4417124.0,0.0,0.0,4.417124
October Baby ,107.0,0.0,5355847.0,6.8,Hit,6110,0,10.0,2011.0,Drama,USA,English,PG-13,,Color,5355847.0,0.0,0.0,5.355847
Next Stop Wonderland ,104.0,1000000.0,3386698.0,6.7,Hit,4195,392,122.0,1998.0,Comedy|Drama|Romance,USA,English,R,1.85,Color,2386698.0,238.6698,1.0,3.386698
Juno ,96.0,7500000.0,143492840.0,7.5,Hit,414345,10000,655.0,2007.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,135992840.0,1813.2378666666668,7.5,143.49284
The Skeleton Twins ,93.0,0.0,5283379.0,6.8,Hit,31254,0,7.0,2014.0,Comedy|Drama,USA,English,R,2.35,Color,5283379.0,0.0,0.0,5.283379
Martha Marcy May Marlene ,102.0,0.0,2981638.0,6.9,Hit,40425,0,46.0,2011.0,Drama|Mystery|Thriller,USA,English,R,2.35,Color,2981638.0,0.0,0.0,2.981638
Obvious Child ,84.0,0.0,3122616.0,6.8,Hit,16594,0,9.0,2014.0,Comedy|Drama,USA,English,R,2.35,Color,3122616.0,0.0,0.0,3.122616
Frozen River ,97.0,1000000.0,2508841.0,7.2,Hit,21746,0,33.0,2008.0,Crime|Drama,USA,English,R,1.85,Color,1508841.0,150.88410000000002,1.0,2.508841
20 Feet from Stardom ,91.0,1000000.0,4946250.0,7.4,Hit,9540,14000,9.0,2013.0,Documentary|Music,USA,English,PG-13,1.78,Color,3946250.0,394.625,1.0,4.94625
Two Girls and a Guy ,84.0,1000000.0,1950218.0,5.6,Average,5933,387,56.0,1997.0,Comedy|Drama,USA,English,R,1.85,Color,950218.0,95.0218,1.0,1.950218
Walking and Talking ,86.0,1000000.0,1277257.0,6.8,Hit,2629,227,132.0,1996.0,Comedy|Drama|Romance,UK,English,R,1.85,Color,277257.0,27.725699999999996,1.0,1.277257
The Full Monty ,91.0,3500000.0,45857453.0,7.2,Hit,82232,0,11.0,1997.0,Comedy|Drama|Music,UK,English,R,1.85,Color,42357453.0,1210.212942857143,3.5,45.857453
Who Killed the Electric Car? ,92.0,1000000.0,1677838.0,7.7,Hit,11283,0,2.0,2006.0,Documentary,USA,English,PG,1.75,Color,677838.0,67.7838,1.0,1.677838
The Broken Hearts Club: A Romantic Comedy ,94.0,1000000.0,1744858.0,7.0,Hit,6084,671,112.0,2000.0,Comedy|Drama|Romance|Sport,USA,English,R,2.35,Color,744858.0,74.4858,1.0,1.744858
Bubba Ho-Tep ,92.0,1000000.0,0.0,7.2,Hit,38893,0,152.0,2002.0,Comedy|Fantasy|Mystery,USA,English,R,1.85,Color,-1000000.0,-100.0,1.0,0.0
Goosebumps ,103.0,58000000.0,80021740.0,6.4,Hit,47988,35000,11.0,2015.0,Adventure|Comedy|Family|Fantasy|Horror,USA,English,PG,2.35,Color,22021740.0,37.96851724137931,58.0,80.02174
Slam ,100.0,1000000.0,982214.0,7.2,Hit,1976,603,12.0,1998.0,Drama,USA,English,R,1.85,Color,-17786.0,-1.7786,1.0,0.982214
Brigham City ,119.0,1000000.0,798341.0,7.2,Hit,983,100,13.0,2001.0,Crime|Drama|Mystery,USA,English,PG-13,1.85,Color,-201659.0,-20.1659,1.0,0.798341
Fiza ,167.0,1000000.0,610991.0,6.2,Hit,2715,92,10.0,2000.0,Drama|Romance,India,Hindi,,2.35, Black and White,-389009.0,-38.9009,1.0,0.610991
History of the World: Part I ,92.0,11000000.0,0.0,6.9,Hit,36559,0,0.0,1981.0,Comedy,USA,English,R,2.35,Color,-11000000.0,-100.0,11.0,0.0
Orgazmo ,92.0,1000000.0,582024.0,6.2,Hit,30396,0,406.0,1997.0,Comedy|Sci-Fi,USA,English,NC-17,1.85,Color,-417976.0,-41.7976,1.0,0.582024
All the Real Girls ,108.0,2500000.0,548712.0,6.9,Hit,9233,571,234.0,2003.0,Drama|Romance,USA,English,R,2.35,Color,-1951288.0,-78.05152,2.5,0.548712
Dream with the Fishes ,97.0,1000000.0,464655.0,7.0,Hit,1524,166,4.0,1997.0,Comedy|Drama,USA,English,R,1.85,Color,-535345.0,-53.534499999999994,1.0,0.464655
Blue Car ,88.0,1000000.0,464126.0,6.7,Hit,3142,115,22.0,2002.0,Drama,USA,English,R,1.85,Color,-535874.0,-53.587399999999995,1.0,0.464126
Luminarias ,100.0,1000000.0,428535.0,3.6,Average,505,24,0.0,2000.0,Comedy|Romance,USA,English,R,,Color,-571465.0,-57.1465,1.0,0.428535
Palo Alto ,100.0,0.0,750100.0,6.3,Hit,19752,0,71.0,2013.0,Drama,USA,English,R,1.85,Color,750100.0,0.0,0.0,0.7501
Ajami ,124.0,0.0,621240.0,7.4,Hit,4999,0,13.0,2009.0,Crime|Drama,Germany,Arabic,,1.85,Color,621240.0,0.0,0.0,0.62124
Wristcutters: A Love Story ,88.0,1000000.0,104077.0,7.4,Hit,46076,11000,21.0,2006.0,Comedy|Drama|Fantasy|Romance,USA,English,R,1.78,Color,-895923.0,-89.59230000000001,1.0,0.104077
I Origins ,106.0,0.0,334658.0,7.3,Hit,75633,32000,135.0,2014.0,Drama|Romance|Sci-Fi,USA,English,R,2.39,Color,334658.0,0.0,0.0,0.334658
The Battle of Shaker Heights ,79.0,1000000.0,279282.0,6.1,Hit,3806,150,2.0,2003.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,-720718.0,-72.0718,1.0,0.279282
The Lovely Bones ,135.0,65000000.0,43982842.0,6.7,Hit,125114,16000,0.0,2009.0,Drama|Fantasy|Thriller,USA,English,PG-13,2.35,Color,-21017158.0,-32.33408923076923,65.0,43.982842
The Act of Killing ,96.0,1000000.0,484221.0,8.2,Hit,23836,20000,50.0,2012.0,Biography|Crime|Documentary|History,UK,Indonesian,Not Rated,1.85,Color,-515779.0,-51.5779,1.0,0.484221
Taxi to the Dark Side ,53.0,1000000.0,274661.0,7.7,Hit,10564,0,141.0,2007.0,Crime|Documentary|War,USA,English,R,1.85,Color,-725339.0,-72.53389999999999,1.0,0.274661
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,97.0,1000000.0,144431.0,7.3,Hit,1290,587,10.0,2006.0,Documentary|Sport,UK,English,PG-13,1.85,Color,-855569.0,-85.5569,1.0,0.144431
Guiana 1838 ,120.0,0.0,227241.0,7.4,Hit,56,32,0.0,2004.0,Drama,USA,English,Unrated,,Color,227241.0,0.0,0.0,0.227241
Lisa Picard Is Famous ,90.0,0.0,112521.0,5.7,Average,455,25,165.0,2000.0,Comedy|Drama,USA,English,PG-13,,Color,112521.0,0.0,0.0,0.112521
Antarctica: A Year on Ice ,91.0,1000000.0,287761.0,7.6,Hit,2482,0,9.0,2013.0,Adventure|Biography|Documentary|Drama,New Zealand,English,PG,1.85,Color,-712239.0,-71.2239,1.0,0.287761
A Lego Brickumentary ,93.0,1000000.0,100240.0,6.8,Hit,1220,0,0.0,2014.0,Documentary,Denmark,English,G,,Color,-899760.0,-89.976,1.0,0.10024
Hardflip ,112.0,1000000.0,96734.0,5.6,Average,606,706,74.0,2012.0,Action|Drama,USA,English,PG-13,1.85,Color,-903266.0,-90.3266,1.0,0.096734
Chocolate: Deep Dark Secrets ,160.0,1500000.0,49000.0,4.8,Average,1524,31,5.0,2005.0,Thriller,India,Hindi,,,Color,-1451000.0,-96.73333333333333,1.5,0.049
The House of the Devil ,95.0,900000.0,100659.0,6.4,Hit,30160,0,243.0,2009.0,Horror,USA,English,R,1.85,Color,-799341.0,-88.81566666666667,0.9,0.100659
The Perfect Host ,93.0,500000.0,48430.0,6.8,Hit,20176,0,11.0,2010.0,Comedy|Crime|Thriller,USA,English,R,1.85,Color,-451570.0,-90.31400000000001,0.5,0.04843
Safe Men ,88.0,1000000.0,21210.0,6.1,Hit,2735,157,29.0,1998.0,Comedy|Crime,USA,English,R,1.85,Color,-978790.0,-97.879,1.0,0.02121
Speedway Junky ,105.0,1000000.0,0.0,5.2,Average,1434,27,5.0,1999.0,Crime|Drama|Romance,USA,English,R,,Color,-1000000.0,-100.0,1.0,0.0
The Last Big Thing ,98.0,0.0,22434.0,6.9,Hit,334,43,8.0,1996.0,Comedy|Drama,USA,English,R,1.85,Color,22434.0,0.0,0.0,0.022434
The Specials ,82.0,1000000.0,12996.0,6.0,Average,1938,210,82.0,2000.0,Action|Comedy|Fantasy|Sci-Fi,USA,English,R,1.85,Color,-987004.0,-98.7004,1.0,0.012996
16 to Life ,89.0,1000000.0,0.0,6.3,Hit,397,143,32.0,2009.0,Comedy|Romance,USA,English,,1.78,Color,-1000000.0,-100.0,1.0,0.0
Alone with Her ,78.0,1000000.0,10018.0,6.1,Hit,3228,244,0.0,2006.0,Crime|Drama|Thriller,USA,English,Not Rated,1.85, Black and White,-989982.0,-98.9982,1.0,0.010018
Creative Control ,97.0,1000000.0,62480.0,5.5,Average,1048,793,4.0,2015.0,Drama|Sci-Fi,USA,English,R,2.39,Color,-937520.0,-93.752,1.0,0.06248
Special ,81.0,1000000.0,6387.0,6.9,Hit,4862,0,0.0,2006.0,Comedy|Drama|Sci-Fi,USA,English,R,1.85,Color,-993613.0,-99.3613,1.0,0.006387
Sparkler ,90.0,0.0,5494.0,5.6,Average,377,17,18.0,1997.0,Comedy|Drama,USA,English,R,,Color,5494.0,0.0,0.0,0.005494
The Helix... Loaded ,97.0,1000000.0,0.0,1.9,Flop,534,128,0.0,2005.0,Action|Adventure|Comedy|Fantasy|Sci-Fi,USA,English,R,1.78,Color,-1000000.0,-100.0,1.0,0.0
In Her Line of Fire ,88.0,1000000.0,721.0,4.1,Average,783,42,53.0,2006.0,Action|Drama,Germany,English,R,1.85,Color,-999279.0,-99.92790000000001,1.0,0.000721
The Jimmy Show ,96.0,1500000.0,703.0,5.4,Average,480,47,436.0,2001.0,Comedy|Drama,USA,English,R,1.85,Color,-1499297.0,-99.95313333333333,1.5,0.000703
Heli ,105.0,1000000.0,0.0,6.8,Hit,3499,0,50.0,2013.0,Crime|Drama|Romance,Mexico,Spanish,Not Rated,1.85,Color,-1000000.0,-100.0,1.0,0.0
Karachi se Lahore ,103.0,1000000.0,0.0,7.0,Hit,876,259,3.0,2015.0,Comedy|Family,Pakistan,Urdu,,,Color,-1000000.0,-100.0,1.0,0.0
Loving Annabelle ,76.0,1000000.0,0.0,6.7,Hit,9190,501,57.0,2006.0,Drama|Romance,USA,English,Not Rated,1.85,Color,-1000000.0,-100.0,1.0,0.0
Hits ,96.0,1000000.0,0.0,5.8,Average,1359,903,0.0,2014.0,Comedy|Drama,USA,English,,1.78,Color,-1000000.0,-100.0,1.0,0.0
Jimmy and Judy ,99.0,1000000.0,0.0,6.2,Hit,1420,138,0.0,2006.0,Crime|Drama|Thriller,USA,English,R,,Color,-1000000.0,-100.0,1.0,0.0
Frat Party ,90.0,1000000.0,0.0,2.8,Flop,1612,297,15.0,2009.0,Comedy,USA,English,R,16.0,Color,-1000000.0,-100.0,1.0,0.0
The Party's Over ,94.0,0.0,0.0,7.3,Hit,340,32,82.0,1965.0,Drama,UK,English,,1.37, Black and White,0.0,,0.0,0.0
Proud ,87.0,1000000.0,0.0,5.8,Average,275,141,3.0,2004.0,Drama,USA,English,PG,,Color,-1000000.0,-100.0,1.0,0.0
The Poker House ,93.0,0.0,0.0,6.5,Hit,3943,599,923.0,2008.0,Drama,USA,English,R,1.85,Color,0.0,,0.0,0.0
Childless ,90.0,1000000.0,0.0,6.1,Hit,33,3,0.0,2008.0,Drama,USA,English,R,,Color,-1000000.0,-100.0,1.0,0.0
ZMD: Zombies of Mass Destruction ,89.0,500000.0,0.0,5.1,Average,3650,0,23.0,2009.0,Comedy|Horror|Sci-Fi,USA,English,R,1.85,Color,-500000.0,-100.0,0.5,0.0
Snow White: A Deadly Summer ,83.0,1000000.0,0.0,2.2,Flop,634,150,142.0,2012.0,Horror,USA,English,PG-13,1.78,Color,-1000000.0,-100.0,1.0,0.0
Hidden Away ,96.0,0.0,0.0,7.2,Hit,955,68,0.0,2014.0,Drama|Romance,Spain,Spanish,Unrated,2.35,Color,0.0,,0.0,0.0
My Last Day Without You ,90.0,1000000.0,0.0,5.7,Average,982,370,0.0,2011.0,Comedy|Drama|Romance,USA,English,,1.66,Color,-1000000.0,-100.0,1.0,0.0
Steppin: The Movie ,138.0,1000000.0,0.0,3.4,Average,293,41,105.0,2009.0,Comedy|Music,USA,English,PG-13,,Color,-1000000.0,-100.0,1.0,0.0
Doc Holliday's Revenge ,84.0,1000000.0,0.0,3.8,Average,93,54,142.0,2014.0,Western,USA,English,PG-13,1.78,Color,-1000000.0,-100.0,1.0,0.0
Black Rock ,83.0,0.0,0.0,4.7,Average,6531,0,224.0,2012.0,Horror|Thriller,USA,English,R,1.85,Color,0.0,,0.0,0.0
Truth or Die ,96.0,1000000.0,0.0,5.6,Average,6513,968,0.0,2012.0,Horror|Mystery,UK,English,Not Rated,2.35,Color,-1000000.0,-100.0,1.0,0.0
The Pet ,94.0,1000000.0,0.0,3.9,Average,425,91,6.0,2006.0,Drama|Thriller,USA,English,,,Color,-1000000.0,-100.0,1.0,0.0
Bang Bang Baby ,90.0,1000000.0,0.0,5.4,Average,137,48,0.0,2014.0,Drama|Musical|Sci-Fi,Canada,English,,,Color,-1000000.0,-100.0,1.0,0.0
Fear Clinic ,95.0,1000000.0,0.0,5.2,Average,6256,936,53.0,2015.0,Horror,USA,English,R,2.35,Color,-1000000.0,-100.0,1.0,0.0
Zombie Hunter ,93.0,1000000.0,0.0,3.5,Average,2057,0,3.0,2013.0,Action|Comedy|Horror,USA,English,Not Rated,2.35,Color,-1000000.0,-100.0,1.0,0.0
A Fine Step ,111.0,1000000.0,0.0,5.3,Average,207,212,0.0,2014.0,Drama,USA,,PG,,,-1000000.0,-100.0,1.0,0.0
Trance ,101.0,20000000.0,2319187.0,7.0,Hit,92640,23000,0.0,2013.0,Crime|Drama|Mystery|Thriller,UK,English,R,2.35,Color,-17680813.0,-88.404065,20.0,2.319187
Charly ,103.0,0.0,0.0,7.1,Hit,4998,785,17.0,1968.0,Drama|Romance|Sci-Fi,USA,English,PG,2.35,Color,0.0,,0.0,0.0
Banshee Chapter ,87.0,950000.0,0.0,5.5,Average,6265,2000,0.0,2013.0,Horror|Thriller,Germany,English,R,,Color,-950000.0,-100.0,0.95,0.0
Jesse             ,30.0,0.0,0.0,5.9,Average,954,57,,,Comedy,USA,English,,,Color,0.0,,0.0,0.0
Ask Me Anything ,100.0,950000.0,0.0,6.0,Average,7870,884,12.0,2014.0,Drama,USA,English,Not Rated,,Color,-950000.0,-100.0,0.95,0.0
And Then Came Love ,90.0,989000.0,0.0,4.8,Average,443,42,29.0,2007.0,Comedy|Romance,USA,English,,,Color,-989000.0,-100.0,0.989,0.0
Food Chains ,83.0,913000.0,0.0,7.1,Hit,265,489,0.0,2014.0,Documentary|News,USA,English,,,Color,-913000.0,-100.0,0.913,0.0
On the Waterfront ,108.0,910000.0,9600000.0,8.2,Hit,100890,0,603.0,1954.0,Crime|Drama|Romance,USA,English,Not Rated,1.85, Black and White,8690000.0,954.945054945055,0.91,9.6
L!fe Happens ,100.0,930000.0,20186.0,5.7,Average,6025,995,28.0,2011.0,Comedy,USA,English,R,2.35,Color,-909814.0,-97.8294623655914,0.93,0.020186
"4 Months, 3 Weeks and 2 Days ",113.0,590000.0,1185783.0,7.9,Hit,44763,14000,163.0,2007.0,Drama,Romania,Romanian,Not Rated,1.85,Color,595783.0,100.98016949152542,0.59,1.185783
The Horror Network Vol. 1 ,97.0,3000000.0,0.0,7.3,Hit,139,52,171.0,2015.0,Horror,USA,English,,,Color,-3000000.0,-100.0,3.0,0.0
Hard Candy ,104.0,950000.0,1007962.0,7.1,Hit,131969,12000,171.0,2005.0,Crime|Drama|Thriller,USA,English,R,2.35,Color,57962.0,6.101263157894737,0.95,1.007962
The Quiet ,91.0,900000.0,381186.0,6.4,Hit,13485,698,91.0,2005.0,Drama|Thriller,USA,English,R,2.35,Color,-518814.0,-57.646,0.9,0.381186
Circumstance ,107.0,0.0,439958.0,5.9,Average,6277,0,32.0,2011.0,Drama,France,Persian,R,2.35,Color,439958.0,0.0,0.0,0.439958
Fruitvale Station ,85.0,900000.0,16097842.0,7.5,Hit,53919,17000,0.0,2013.0,Biography|Drama|Romance,USA,English,R,1.85,Color,15197842.0,1688.6491111111113,0.9,16.097842
The Brass Teapot ,101.0,900000.0,6643.0,6.4,Hit,11965,0,6.0,2012.0,Comedy|Fantasy|Thriller,USA,English,R,2.35,Color,-893357.0,-99.26188888888889,0.9,0.006643
Bambi ,70.0,0.0,102797150.0,7.4,Hit,94225,0,11.0,1942.0,Animation|Drama|Family,USA,English,Approved,1.33,Color,102797150.0,0.0,0.0,102.79715
The Hammer ,88.0,850000.0,442638.0,7.3,Hit,5489,337,0.0,2007.0,Comedy|Romance|Sport,USA,English,R,,Color,-407362.0,-47.92494117647059,0.85,0.442638
Snitch ,112.0,15000000.0,42919096.0,6.5,Hit,64748,12000,29.0,2013.0,Action|Drama|Thriller,USA,English,PG-13,2.35,Color,27919096.0,186.12730666666667,15.0,42.919096
Latter Days ,107.0,850000.0,819939.0,7.2,Hit,14580,0,6.0,2003.0,Comedy|Drama|Romance,USA,English,R,1.85,Color,-30061.0,-3.5365882352941176,0.85,0.819939
Elza ,78.0,900000.0,0.0,6.7,Hit,19,24,0.0,2011.0,Drama,France,French,,16.0,Color,-900000.0,-100.0,0.9,0.0
1982 ,90.0,1000000.0,0.0,7.1,Hit,122,181,66.0,2013.0,Drama,USA,English,R,,Color,-1000000.0,-100.0,1.0,0.0
"For a Good Time, Call... ",88.0,850000.0,1243961.0,6.0,Average,13421,0,15.0,2012.0,Comedy,USA,English,R,2.35,Color,393961.0,46.348352941176465,0.85,1.243961
Celeste & Jesse Forever ,92.0,0.0,3094687.0,6.7,Hit,24391,0,43.0,2012.0,Comedy|Drama|Romance,USA,English,R,2.35,Color,3094687.0,0.0,0.0,3.094687
Time Changer ,95.0,825000.0,15278.0,5.6,Average,1742,409,14.0,2002.0,Drama|Fantasy|Sci-Fi,USA,English,PG,1.85,Color,-809722.0,-98.14812121212121,0.825,0.015278
London to Brighton ,85.0,500000.0,0.0,7.0,Hit,7308,933,46.0,2006.0,Crime|Drama|Thriller,UK,English,R,2.35,Color,-500000.0,-100.0,0.5,0.0
American Hero ,86.0,990000.0,0.0,4.9,Average,2706,549,63.0,2015.0,Action|Comedy|Drama|Sci-Fi,USA,English,,,Color,-990000.0,-100.0,0.99,0.0
Windsor Drive ,90.0,100000.0,0.0,3.2,Average,169,312,8.0,2015.0,Mystery|Thriller,USA,English,,,Color,-100000.0,-100.0,0.1,0.0
A Separation ,123.0,500000.0,7098492.0,8.4,Hit,151812,48000,0.0,2011.0,Drama|Mystery,Iran,Persian,PG-13,1.85,Color,6598492.0,1319.6984,0.5,7.098492
Crying with Laughter ,93.0,0.0,0.0,6.9,Hit,190,33,5.0,2009.0,Thriller,UK,English,,,Color,0.0,,0.0,0.0
Welcome to the Dollhouse ,88.0,800000.0,4771000.0,7.5,Hit,26513,0,377.0,1995.0,Comedy|Drama,USA,English,R,1.85,Color,3971000.0,496.375,0.8,4.771
Ruby in Paradise ,114.0,800000.0,1001437.0,7.2,Hit,2039,81,9.0,1993.0,Drama|Romance,USA,English,R,1.85,Color,201437.0,25.179625,0.8,1.001437
Raising Victor Vargas ,88.0,800000.0,2073984.0,7.2,Hit,4743,219,6.0,2002.0,Drama|Romance,France,English,R,1.85,Color,1273984.0,159.248,0.8,2.073984
Pandora's Box ,110.0,0.0,9950.0,8.0,Hit,7431,926,21.0,1929.0,Crime|Drama|Romance,Germany,German,Not Rated,1.33, Black and White,9950.0,0.0,0.0,0.00995
Harrison Montgomery ,95.0,850000.0,0.0,7.4,Hit,59,18,0.0,2008.0,Drama,USA,English,,1.78,Color,-850000.0,-100.0,0.85,0.0
Live-In Maid ,83.0,800000.0,0.0,7.2,Hit,772,83,0.0,2004.0,Drama,Argentina,Spanish,Unrated,,Color,-800000.0,-100.0,0.8,0.0
Deterrence ,104.0,800000.0,144583.0,6.5,Hit,2256,130,37.0,1999.0,Drama|Thriller,France,English,R,1.85,Color,-655417.0,-81.927125,0.8,0.144583
The Mudge Boy ,94.0,800000.0,0.0,7.2,Hit,3480,396,3.0,2003.0,Crime|Drama|Romance,USA,English,R,,Color,-800000.0,-100.0,0.8,0.0
The Young Unknowns ,87.0,0.0,58163.0,4.2,Average,122,4,0.0,2000.0,Drama,USA,English,R,,Color,58163.0,0.0,0.0,0.058163
